"","id","downloads","citations","views","total_checks","passed_checks","warning_checks","failed_checks","failures"
"121","doi%3A10.6085%2FAA%2FYBHX00_XXXITBDXLSR02_20080621.50.1",2,0,61,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"122","doi%3A10.5063%2FAA%2Fnceas.181.4",0,0,746,16,9,3,4,"The abstract is only 32 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 4. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"123","nrs.903.1",0,0,129,16,13,2,1,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"124","doi%3A10.6085%2FAA%2FSSM001_022MTBD021R00_20091103.50.1",0,0,66,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"125","doi%3A10.6085%2FAA%2FSUN001_026MTBD015R00_20090605.50.1",0,0,66,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"126","doi%3A10.6085%2FAA%2FPOHX00_XXXITV2XLSR03_20120307.50.1",0,0,10,20,13,4,3,"The abstract is only 82 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"127","doi%3A10.6085%2FAA%2FSHB001_021MXTI012R00_20090822.50.1",2,0,71,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"128","nceas.995.1",0,0,158,16,9,4,3,"The number of words in the dataset's title is 4. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"129","doi%3A10.6085%2FAA%2FSQP001_021MXTI012R00_20100328.50.1",0,0,69,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"130","doi%3A10.6085%2FAA%2FHMS001_020MXTI004R00_20070209.50.1",0,0,71,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"131","doi%3A10.6085%2FAA%2FJALXXX_015MTBD014R00_19990624.50.5",0,0,84,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"132","doi%3A10.6085%2FAA%2FLB30XX_030MXTI014R00_20050607.50.5",2,0,82,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"133","farshid25.21.1",0,0,241,16,6,4,6,"No abstract sections were found.discoveryThe number of words in the dataset's title is 2. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"134","doi%3A10.6085%2FAA%2FBBYX00_XXXITV2XMMR02_20090917.50.1",6,0,61,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"135","doi%3A10.5063%2FAA%2Fdoc.1274397270196.1",14,0,166,20,8,4,8,"The abstract is only 7 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 4. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA textual description of the geographic coverage of this dataset is not present.discoveryA set of bounding coordinates describing the geographic coverage of this dataset is not present.discoveryA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"136","doi%3A10.6085%2FAA%2FESA001_025MTBD000R00_20100414.50.1",0,0,70,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"137","doi%3A10.6085%2FAA%2FGHVX00_XXXITBDXLSR03_20080604.50.2",1,0,77,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"138","doi%3A10.6085%2FAA%2FMB015X_015MTBD005R00_20060707.50.5",0,0,20,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"139","doi%3A10.6085%2FAA%2FJALXXX_015MTBD003R00_20030523.50.5",0,0,81,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"140","doi%3A10.6085%2FAA%2FALEXXX_015MTBD009R00_20081117.50.1",3,0,10,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"141","doi%3A10.6085%2FAA%2FSRSXXX_015MTBD009R00_20110515.50.1",0,0,12,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"142","doi%3A10.6085%2FAA%2FPROXXX_015MTBD014R00_20110523.50.1",0,0,8,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"143","doi%3A10.6085%2FAA%2FFCKX00_XXXIBTNXTSR01_20070302.50.1",1,0,11,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"144","doi%3A10.6085%2FAA%2FGHVX00_XXXITBDXLSR02_20070713.50.5",4,0,80,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"145","doi%3A10.6085%2FAA%2FCBLX00_XXXIBTNXMBR22_20090620.50.1",2,0,62,20,14,4,2,"More than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"146","TomRoche_EPA_UNC.4.1",12,0,173,20,12,4,4,"The abstract is only 85 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"147","doi%3A10.6085%2FAA%2FIPSNXX_XXXITBPXMSR00_20070101.50.3",1,0,75,20,14,3,3,"The abstract is only 40 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"148","doi%3A10.5063%2FAA%2Fobfs.334.2",0,0,58,NA,NA,NA,NA,""
"149","doi%3A10.6085%2FAA%2FCMEN00_XXXITV2XLSR02_20101006.50.1",0,0,10,20,13,4,3,"The abstract is only 82 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"150","doi%3A10.6085%2FAA%2FSHLX00_XXXITBDXLSR01_19990415.50.4",3,0,78,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"151","doi%3A10.6085%2FAA%2FBIG001_026MTBD025R00_20070427.50.1",1,0,69,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"152","doi%3A10.6085%2FAA%2FGHVX00_XXXITBDXMMR01_20051018.50.4",2,0,79,20,13,4,3,"The abstract is only 74 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"153","doi%3A10.6085%2FAA%2FFC15XX_015MXTI013R00_19980722.50.5",1,0,79,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"154","doi%3A10.5063%2FAA%2Fnrs.178.4",0,0,73,NA,NA,NA,NA,""
"155","doi%3A10.6085%2FAA%2FLAC001_023MHP2013R00_20090315.50.1",0,0,71,20,14,3,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"156","doi%3A10.5063%2FAA%2FMarjaana_Toivonen.45.13",0,0,183,20,13,5,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"157","doi%3A10.6085%2FAA%2FTPT001_018MXTI011R00_20090628.50.1",0,0,66,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"158","doi%3A10.6085%2FAA%2FLB30XX_030MXTI001R00_20060630.50.2",1,0,73,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"159","doi%3A10.6085%2FAA%2FLNDXXX_013MTBD012R00_20000728.50.5",0,0,76,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
